0,14.93531084060669
1,14.834717750549316
2,17.017833948135376
3,16.238672971725464
4,13.43130898475647
5,14.82484483718872
6,13.60076642036438
7,14.673552513122559
8,13.52616834640503
9,14.748647689819336
10,14.652467250823975
11,17.97743010520935
12,16.630327463150024
13,17.88655972480774
14,14.432058572769165
15,14.716428995132446
16,13.543237924575806
17,16.16235661506653
18,16.64247488975525
19,19.806758403778076
20,16.056817531585693
21,17.237584114074707
22,16.07300305366516
23,17.213284730911255
24,15.815148830413818
25,16.379823207855225
26,16.177761793136597
27,17.60322618484497
28,18.03913450241089
29,17.80032229423523
30,16.076159477233887
31,17.83430528640747
32,16.337199926376343
33,17.185914516448975
