0,-0.09640274196863174
1,-0.2885431945323944
2,-0.5515941381454468
3,-0.7934322357177734
4,-0.9873420596122742
5,-1.1233763694763184
6,-1.2294479608535767
7,-1.2672876119613647
8,-1.3023529052734375
9,-1.3257070779800415
10,-1.3490291833877563
11,-1.3625688552856445
12,-1.3961845636367798
13,-1.4470295906066895
14,-1.473374605178833
15,-1.4731817245483398
16,-1.4717836380004883
17,-1.4821323156356812
18,-1.4310024976730347
19,-1.4590586423873901
20,-1.4902006387710571
21,-1.5719802379608154
22,-1.620902419090271
23,-1.7073101997375488
24,-1.6982077360153198
25,-1.733597755432129
26,-1.8182610273361206
27,-1.878509521484375
28,-1.9231865406036377
29,-1.9323208332061768
30,-2.027663469314575
31,-2.1160671710968018
32,-2.214766263961792
33,-2.2516167163848877
34,-2.3178985118865967
35,-2.350653886795044
36,-2.3956916332244873
37,-2.4156460762023926
38,-2.424689531326294
39,-2.499711751937866
40,-2.5819385051727295
41,-2.6347427368164062
42,-2.6947665214538574
43,-2.822788953781128
44,-2.9616360664367676
45,-3.2948496341705322
46,-3.6448726654052734
47,-4.132469177246094
48,-4.730245590209961
49,-5.23358154296875
50,-5.657825946807861
51,-5.885068416595459
52,-5.994457244873047
53,-6.093873023986816
54,-6.168215274810791
55,-6.165585517883301
56,-6.24043607711792
57,-6.35092306137085
58,-6.557308673858643
59,-6.691349506378174
60,-6.862833499908447
61,-7.018359184265137
62,-7.06550931930542
63,-7.180520057678223
64,-7.279681205749512
65,-7.3329668045043945
66,-7.3576483726501465
67,-7.451937675476074
68,-7.507002830505371
69,-7.5304951667785645
70,-7.618195533752441
71,-7.701558589935303
72,-7.782650470733643
73,-7.955234527587891
74,-8.05256175994873
75,-8.088960647583008
76,-8.232063293457031
77,-8.406356811523438
78,-8.581826210021973
79,-8.618535995483398
80,-8.635229110717773
81,-8.620820045471191
82,-8.644779205322266
83,-8.66667366027832
84,-8.641347885131836
85,-8.675606727600098
86,-8.778532981872559
87,-8.837820053100586
88,-8.926031112670898
89,-8.971258163452148
90,-9.052364349365234
91,-9.137422561645508
92,-9.219571113586426
93,-9.307687759399414
94,-9.362290382385254
95,-9.363425254821777
96,-9.438943862915039
97,-9.502799987792969
98,-9.584300994873047
99,-9.724031448364258
