0,6.878309488296509
1,6.83398175239563
2,6.110386371612549
3,6.9766457080841064
4,6.3828089237213135
5,7.235170125961304
6,6.615895509719849
7,7.509016513824463
8,6.813063144683838
9,7.823576927185059
10,7.075391054153442
11,7.858187437057495
12,7.023889541625977
13,8.51259994506836
14,7.156152725219727
15,7.996709108352661
16,7.134715795516968
17,8.047468423843384
18,7.174788236618042
19,8.165945291519165
20,7.3143110275268555
21,8.568422555923462
22,7.3086137771606445
23,8.016645193099976
24,7.260668039321899
25,8.274510145187378
26,7.379312992095947
27,8.094905138015747
28,7.239060163497925
29,8.09704303741455
30,7.313154220581055
31,8.418024778366089
32,7.362751483917236
33,8.244637250900269
34,7.282331705093384
35,8.173648595809937
36,7.387007713317871
37,8.844617128372192
38,7.440964460372925
39,8.045289039611816
40,7.182643890380859
41,8.18432331085205
42,7.3653528690338135
43,8.413746356964111
44,7.455564498901367
45,8.325397491455078
46,7.452718734741211
47,8.434041738510132
48,7.561974763870239
49,18.49366569519043
50,13.023759126663208
51,7.686424493789673
52,6.9803783893585205
53,8.050678491592407
54,7.370110750198364
55,8.270628929138184
56,7.475679397583008
57,8.63382339477539
58,7.502871990203857
59,8.410715579986572
60,7.477572441101074
61,8.460415363311768
62,7.450165033340454
63,8.218003034591675
64,7.462825775146484
65,8.34472370147705
66,7.329548597335815
67,8.260675191879272
68,7.362590074539185
69,8.342353343963623
70,7.4628705978393555
71,8.506218671798706
72,7.456928730010986
73,8.41145944595337
74,7.518964767456055
75,8.462039947509766
76,7.489294767379761
77,8.421213865280151
78,7.506070613861084
79,19.871591091156006
80,14.714981317520142
81,18.75086283683777
82,6.551861047744751
83,23.118452787399292
84,7.5408477783203125
85,7.440066814422607
86,6.818291664123535
87,7.894144773483276
88,7.39309549331665
89,8.300840139389038
90,7.385192394256592
91,8.374728202819824
92,7.357523679733276
93,8.421505689620972
94,7.3595871925354
95,8.459909200668335
96,7.564417123794556
97,8.436167001724243
98,7.510919809341431
99,8.502192258834839
